ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:27:05,facultylens-perf-scheduler,0.11%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:27:05,facultylens-perf-worker,0.08%,33.33MiB / 7.317GiB,0.44%,181kB / 1.51MB,10.6MB / 709kB
17:27:05,facultylens-perf-app,386.48%,179.6MiB / 7.317GiB,2.40%,99.8MB / 126MB,14MB / 741kB
17:27:05,facultylens-perf-nginx,2.13%,15.5MiB / 7.317GiB,0.21%,911MB / 930MB,14.1MB / 4.1kB
17:27:05,facultylens-perf-redis,1.70%,16.75MiB / 7.317GiB,0.22%,606MB / 1.18GB,42.2MB / 794MB
17:27:05,facultylens-perf-mysql,50.72%,617.3MiB / 7.317GiB,8.24%,277MB / 963MB,53.3MB / 2.71GB
17:27:05,facultylens-perf-ai-service,0.12%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:27:12,facultylens-perf-scheduler,0.08%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:27:12,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,182kB / 1.52MB,10.6MB / 709kB
17:27:12,facultylens-perf-app,0.00%,87.61MiB / 7.317GiB,1.17%,112MB / 133MB,14MB / 741kB
17:27:12,facultylens-perf-nginx,0.00%,15.49MiB / 7.317GiB,0.21%,914MB / 933MB,14.1MB / 4.1kB
17:27:12,facultylens-perf-redis,2.69%,17.43MiB / 7.317GiB,0.23%,606MB / 1.18GB,42.2MB / 794MB
17:27:12,facultylens-perf-mysql,1.87%,617.3MiB / 7.317GiB,8.24%,278MB / 965MB,53.3MB / 2.73GB
17:27:12,facultylens-perf-ai-service,0.10%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:27:19,facultylens-perf-scheduler,0.07%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:27:19,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,183kB / 1.53MB,10.6MB / 709kB
17:27:19,facultylens-perf-app,51.94%,79.11MiB / 7.317GiB,1.06%,124MB / 139MB,14MB / 741kB
17:27:19,facultylens-perf-nginx,2.23%,15.49MiB / 7.317GiB,0.21%,920MB / 938MB,14.1MB / 4.1kB
17:27:19,facultylens-perf-redis,1.44%,17.51MiB / 7.317GiB,0.23%,606MB / 1.19GB,42.2MB / 794MB
17:27:19,facultylens-perf-mysql,26.77%,617.5MiB / 7.317GiB,8.24%,279MB / 967MB,53.3MB / 2.74GB
17:27:19,facultylens-perf-ai-service,0.12%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:27:26,facultylens-perf-scheduler,0.08%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:27:26,facultylens-perf-worker,0.09%,33.34MiB / 7.317GiB,0.44%,185kB / 1.55MB,10.6MB / 709kB
17:27:26,facultylens-perf-app,0.00%,77.93MiB / 7.317GiB,1.04%,137MB / 145MB,14MB / 782kB
17:27:26,facultylens-perf-nginx,0.00%,15.5MiB / 7.317GiB,0.21%,924MB / 943MB,14.1MB / 4.1kB
17:27:26,facultylens-perf-redis,0.35%,17.13MiB / 7.317GiB,0.23%,606MB / 1.2GB,42.2MB / 795MB
17:27:26,facultylens-perf-mysql,0.65%,617.4MiB / 7.317GiB,8.24%,280MB / 971MB,53.3MB / 2.76GB
17:27:26,facultylens-perf-ai-service,0.11%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:27:34,facultylens-perf-scheduler,0.07%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:27:34,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,186kB / 1.56MB,10.6MB / 709kB
17:27:34,facultylens-perf-app,0.00%,83.86MiB / 7.317GiB,1.12%,145MB / 149MB,14MB / 782kB
17:27:34,facultylens-perf-nginx,0.00%,15.49MiB / 7.317GiB,0.21%,927MB / 946MB,14.1MB / 4.1kB
17:27:34,facultylens-perf-redis,0.33%,18.42MiB / 7.317GiB,0.25%,607MB / 1.21GB,42.2MB / 795MB
17:27:34,facultylens-perf-mysql,1.88%,617.4MiB / 7.317GiB,8.24%,281MB / 973MB,53.3MB / 2.78GB
17:27:34,facultylens-perf-ai-service,0.08%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:27:41,facultylens-perf-scheduler,0.08%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:27:41,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,187kB / 1.57MB,10.6MB / 709kB
17:27:41,facultylens-perf-app,81.26%,86.4MiB / 7.317GiB,1.15%,162MB / 157MB,14MB / 782kB
