ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:03:00,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,409kB / 3.46MB,32.3MB / 709kB
17:03:00,facultylens-perf-scheduler,0.07%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:00,facultylens-perf-app,441.97%,58.28MiB / 7.317GiB,0.78%,1.69GB / 1.34GB,3.25MB / 2.18MB
17:03:00,facultylens-perf-nginx,1.06%,17.9MiB / 7.317GiB,0.24%,731MB / 746MB,12.8MB / 4.1kB
17:03:00,facultylens-perf-redis,1.73%,123.3MiB / 7.317GiB,1.65%,457MB / 949MB,34.9MB / 604MB
17:03:00,facultylens-perf-mysql,10.60%,611.7MiB / 7.317GiB,8.16%,232MB / 771MB,44.2MB / 2.32GB
17:03:00,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:07,facultylens-perf-worker,0.21%,33.01MiB / 7.317GiB,0.44%,411kB / 3.47MB,32.3MB / 709kB
17:03:07,facultylens-perf-scheduler,0.09%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:07,facultylens-perf-app,224.12%,181.3MiB / 7.317GiB,2.42%,1.73GB / 1.35GB,3.25MB / 2.18MB
17:03:07,facultylens-perf-nginx,0.68%,17.61MiB / 7.317GiB,0.23%,737MB / 752MB,12.8MB / 4.1kB
17:03:07,facultylens-perf-redis,1.04%,127.2MiB / 7.317GiB,1.70%,461MB / 958MB,34.9MB / 607MB
17:03:07,facultylens-perf-mysql,278.11%,612MiB / 7.317GiB,8.17%,236MB / 799MB,44.2MB / 2.33GB
17:03:07,facultylens-perf-ai-service,0.11%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:15,facultylens-perf-worker,0.07%,33.01MiB / 7.317GiB,0.44%,412kB / 3.48MB,32.3MB / 709kB
17:03:15,facultylens-perf-scheduler,0.06%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:15,facultylens-perf-app,224.65%,75.18MiB / 7.317GiB,1.00%,1.79GB / 1.4GB,3.25MB / 2.18MB
17:03:15,facultylens-perf-nginx,2.15%,16.59MiB / 7.317GiB,0.22%,762MB / 778MB,12.8MB / 4.1kB
17:03:15,facultylens-perf-redis,3.55%,147.2MiB / 7.317GiB,1.97%,480MB / 980MB,35MB / 627MB
17:03:15,facultylens-perf-mysql,262.52%,612.5MiB / 7.317GiB,8.18%,243MB / 837MB,44.2MB / 2.35GB
17:03:15,facultylens-perf-ai-service,0.11%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:22,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,414kB / 3.49MB,32.3MB / 709kB
17:03:22,facultylens-perf-scheduler,0.07%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:22,facultylens-perf-app,57.62%,60.96MiB / 7.317GiB,0.81%,1.82GB / 1.42GB,3.25MB / 2.18MB
17:03:22,facultylens-perf-nginx,3.18%,17.58MiB / 7.317GiB,0.23%,771MB / 787MB,12.8MB / 4.1kB
17:03:22,facultylens-perf-redis,2.04%,148.6MiB / 7.317GiB,1.98%,482MB / 1GB,35MB / 628MB
17:03:22,facultylens-perf-mysql,425.90%,612.6MiB / 7.317GiB,8.18%,245MB / 843MB,44.2MB / 2.36GB
17:03:22,facultylens-perf-ai-service,0.13%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:29,facultylens-perf-worker,0.06%,33.01MiB / 7.317GiB,0.44%,416kB / 3.51MB,32.3MB / 709kB
17:03:29,facultylens-perf-scheduler,0.07%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:29,facultylens-perf-app,6.00%,58.5MiB / 7.317GiB,0.78%,1.87GB / 1.46GB,3.25MB / 2.18MB
17:03:29,facultylens-perf-nginx,0.11%,16.68MiB / 7.317GiB,0.22%,795MB / 811MB,12.8MB / 4.1kB
17:03:29,facultylens-perf-redis,0.50%,164.7MiB / 7.317GiB,2.20%,498MB / 1.03GB,35MB / 644MB
17:03:29,facultylens-perf-mysql,36.15%,612.3MiB / 7.317GiB,8.17%,251MB / 864MB,44.2MB / 2.38GB
17:03:29,facultylens-perf-ai-service,0.09%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:37,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,417kB / 3.52MB,32.3MB / 709kB
17:03:37,facultylens-perf-scheduler,0.06%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:37,facultylens-perf-app,219.07%,65.7MiB / 7.317GiB,0.88%,1.94GB / 1.52GB,3.25MB / 2.18MB
17:03:37,facultylens-perf-nginx,9.72%,16.95MiB / 7.317GiB,0.23%,824MB / 841MB,12.8MB / 4.1kB
17:03:37,facultylens-perf-redis,8.79%,181.7MiB / 7.317GiB,2.43%,514MB / 1.07GB,35.1MB / 679MB
17:03:37,facultylens-perf-mysql,262.75%,612.2MiB / 7.317GiB,8.17%,257MB / 886MB,44.2MB / 2.4GB
17:03:37,facultylens-perf-ai-service,0.11%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:44,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,418kB / 3.53MB,32.3MB / 709kB
17:03:44,facultylens-perf-scheduler,0.07%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:44,facultylens-perf-app,171.99%,61.22MiB / 7.317GiB,0.82%,1.99GB / 1.55GB,3.25MB / 2.18MB
17:03:44,facultylens-perf-nginx,7.35%,17MiB / 7.317GiB,0.23%,850MB / 867MB,12.8MB / 4.1kB
17:03:44,facultylens-perf-redis,4.07%,185.2MiB / 7.317GiB,2.47%,520MB / 1.11GB,35.1MB / 684MB
17:03:44,facultylens-perf-mysql,292.75%,612MiB / 7.317GiB,8.17%,262MB / 900MB,44.2MB / 2.42GB
17:03:44,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:03:51,facultylens-perf-worker,0.08%,33.01MiB / 7.317GiB,0.44%,420kB / 3.54MB,32.3MB / 709kB
17:03:51,facultylens-perf-scheduler,0.07%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:03:51,facultylens-perf-app,0.00%,53.46MiB / 7.317GiB,0.71%,2.01GB / 1.57GB,3.25MB / 2.22MB
17:03:51,facultylens-perf-nginx,0.00%,15.67MiB / 7.317GiB,0.21%,862MB / 879MB,12.8MB / 4.1kB
17:03:51,facultylens-perf-redis,0.36%,198.1MiB / 7.317GiB,2.64%,531MB / 1.12GB,35.1MB / 721MB
17:03:51,facultylens-perf-mysql,2.11%,612.4MiB / 7.317GiB,8.17%,266MB / 913MB,44.2MB / 2.44GB
17:03:51,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
