ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
16:59:38,facultylens-perf-worker,0.08%,33.02MiB / 7.317GiB,0.44%,371kB / 3.13MB,32.3MB / 709kB
16:59:38,facultylens-perf-scheduler,0.07%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
16:59:38,facultylens-perf-app,115.96%,59.3MiB / 7.317GiB,0.79%,1.25GB / 1GB,3.25MB / 1.81MB
16:59:38,facultylens-perf-nginx,1.75%,15.25MiB / 7.317GiB,0.20%,544MB / 555MB,12.8MB / 4.1kB
16:59:38,facultylens-perf-redis,1.62%,17.04MiB / 7.317GiB,0.23%,348MB / 706MB,34.2MB / 478MB
16:59:38,facultylens-perf-mysql,61.29%,605.5MiB / 7.317GiB,8.08%,184MB / 585MB,44.2MB / 1.88GB
16:59:38,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
16:59:46,facultylens-perf-worker,0.07%,33.02MiB / 7.317GiB,0.44%,372kB / 3.14MB,32.3MB / 709kB
16:59:46,facultylens-perf-scheduler,0.07%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
16:59:46,facultylens-perf-app,0.00%,57.41MiB / 7.317GiB,0.77%,1.26GB / 1.01GB,3.25MB / 1.81MB
16:59:46,facultylens-perf-nginx,0.00%,15.25MiB / 7.317GiB,0.20%,545MB / 556MB,12.8MB / 4.1kB
16:59:46,facultylens-perf-redis,2.68%,18.4MiB / 7.317GiB,0.25%,349MB / 708MB,34.2MB / 480MB
16:59:46,facultylens-perf-mysql,0.40%,605.5MiB / 7.317GiB,8.08%,185MB / 586MB,44.2MB / 1.89GB
16:59:46,facultylens-perf-ai-service,0.11%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
16:59:53,facultylens-perf-worker,0.00%,33.02MiB / 7.317GiB,0.44%,373kB / 3.15MB,32.3MB / 709kB
