ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:25:25,facultylens-perf-scheduler,0.06%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:25:25,facultylens-perf-worker,0.06%,33.33MiB / 7.317GiB,0.44%,161kB / 1.35MB,10.6MB / 709kB
17:25:25,facultylens-perf-app,4.83%,86.97MiB / 7.317GiB,1.16%,44.5MB / 96.8MB,13MB / 717kB
17:25:25,facultylens-perf-nginx,0.03%,15.45MiB / 7.317GiB,0.21%,890MB / 908MB,14.1MB / 4.1kB
17:25:25,facultylens-perf-redis,0.42%,11.34MiB / 7.317GiB,0.15%,600MB / 1.14GB,41.9MB / 788MB
17:25:25,facultylens-perf-mysql,5.89%,615.2MiB / 7.317GiB,8.21%,272MB / 938MB,53.2MB / 2.63GB
17:25:25,facultylens-perf-ai-service,0.10%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:25:32,facultylens-perf-scheduler,0.08%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:25:32,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,162kB / 1.35MB,10.6MB / 709kB
17:25:32,facultylens-perf-app,0.00%,79.19MiB / 7.317GiB,1.06%,45.1MB / 97.2MB,13MB / 717kB
17:25:32,facultylens-perf-nginx,0.00%,15.45MiB / 7.317GiB,0.21%,890MB / 909MB,14.1MB / 4.1kB
17:25:32,facultylens-perf-redis,0.33%,11.27MiB / 7.317GiB,0.15%,600MB / 1.14GB,41.9MB / 788MB
17:25:32,facultylens-perf-mysql,0.51%,615.5MiB / 7.317GiB,8.22%,272MB / 938MB,53.2MB / 2.63GB
17:25:32,facultylens-perf-ai-service,0.12%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:25:39,facultylens-perf-scheduler,0.07%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:25:39,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,164kB / 1.37MB,10.6MB / 709kB
17:25:39,facultylens-perf-app,0.00%,73.2MiB / 7.317GiB,0.98%,45.8MB / 97.7MB,13MB / 717kB
17:25:39,facultylens-perf-nginx,0.00%,15.46MiB / 7.317GiB,0.21%,891MB / 909MB,14.1MB / 4.1kB
17:25:39,facultylens-perf-redis,0.31%,11.62MiB / 7.317GiB,0.16%,600MB / 1.14GB,41.9MB / 788MB
17:25:39,facultylens-perf-mysql,0.42%,615.3MiB / 7.317GiB,8.21%,272MB / 938MB,53.2MB / 2.63GB
17:25:39,facultylens-perf-ai-service,0.11%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:25:46,facultylens-perf-scheduler,0.07%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:25:46,facultylens-perf-worker,0.07%,33.33MiB / 7.317GiB,0.44%,165kB / 1.38MB,10.6MB / 709kB
17:25:46,facultylens-perf-app,0.01%,73.14MiB / 7.317GiB,0.98%,47.1MB / 99.1MB,13.8MB / 721kB
17:25:46,facultylens-perf-nginx,0.00%,15.45MiB / 7.317GiB,0.21%,891MB / 909MB,14.1MB / 4.1kB
17:25:46,facultylens-perf-redis,0.38%,12.71MiB / 7.317GiB,0.17%,601MB / 1.14GB,41.9MB / 789MB
17:25:46,facultylens-perf-mysql,2.85%,615.5MiB / 7.317GiB,8.22%,272MB / 939MB,53.3MB / 2.64GB
17:25:46,facultylens-perf-ai-service,0.10%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:25:54,facultylens-perf-scheduler,0.07%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:25:54,facultylens-perf-worker,0.00%,33.33MiB / 7.317GiB,0.44%,166kB / 1.39MB,10.6MB / 709kB
17:25:54,facultylens-perf-app,0.00%,74.74MiB / 7.317GiB,1.00%,47.7MB / 100MB,13.8MB / 721kB
17:25:54,facultylens-perf-nginx,0.00%,15.45MiB / 7.317GiB,0.21%,892MB / 910MB,14.1MB / 4.1kB
17:25:54,facultylens-perf-redis,0.33%,12.23MiB / 7.317GiB,0.16%,601MB / 1.14GB,41.9MB / 789MB
17:25:54,facultylens-perf-mysql,0.45%,615.7MiB / 7.317GiB,8.22%,272MB / 939MB,53.3MB / 2.64GB
17:25:54,facultylens-perf-ai-service,0.11%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:26:01,facultylens-perf-scheduler,0.06%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:26:01,facultylens-perf-worker,0.00%,33.34MiB / 7.317GiB,0.44%,168kB / 1.41MB,10.6MB / 709kB
17:26:01,facultylens-perf-app,0.00%,74.74MiB / 7.317GiB,1.00%,48.4MB / 101MB,13.8MB / 721kB
17:26:01,facultylens-perf-nginx,0.51%,15.64MiB / 7.317GiB,0.21%,892MB / 911MB,14.1MB / 4.1kB
17:26:01,facultylens-perf-redis,3.23%,15.41MiB / 7.317GiB,0.21%,602MB / 1.15GB,41.9MB / 790MB
17:26:01,facultylens-perf-mysql,11.70%,615.7MiB / 7.317GiB,8.22%,272MB / 940MB,53.3MB / 2.64GB
17:26:01,facultylens-perf-ai-service,0.09%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:26:08,facultylens-perf-scheduler,0.07%,40.41MiB / 7.317GiB,0.54%,1.79kB / 911B,9.43MB / 709kB
17:26:08,facultylens-perf-worker,0.07%,33.34MiB / 7.317GiB,0.44%,170kB / 1.42MB,10.6MB / 709kB
17:26:08,facultylens-perf-app,0.00%,73.82MiB / 7.317GiB,0.99%,49.8MB / 103MB,13.8MB / 721kB
17:26:08,facultylens-perf-nginx,0.00%,15.52MiB / 7.317GiB,0.21%,893MB / 911MB,14.1MB / 4.1kB
17:26:08,facultylens-perf-redis,0.36%,15.33MiB / 7.317GiB,0.20%,603MB / 1.15GB,42.1MB / 792MB
17:26:08,facultylens-perf-mysql,3.28%,615.5MiB / 7.317GiB,8.22%,272MB / 941MB,53.3MB / 2.64GB
17:26:08,facultylens-perf-ai-service,0.11%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
