ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:02:10,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,400kB / 3.37MB,32.3MB / 709kB
17:02:10,facultylens-perf-scheduler,0.06%,42.52MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:10,facultylens-perf-app,422.22%,57.89MiB / 7.317GiB,0.77%,1.48GB / 1.19GB,3.25MB / 1.98MB
17:02:10,facultylens-perf-nginx,1.10%,16.86MiB / 7.317GiB,0.22%,643MB / 656MB,12.8MB / 4.1kB
17:02:10,facultylens-perf-redis,1.80%,77.1MiB / 7.317GiB,1.03%,410MB / 831MB,34.6MB / 545MB
17:02:10,facultylens-perf-mysql,19.26%,610.5MiB / 7.317GiB,8.15%,210MB / 682MB,44.2MB / 2.18GB
17:02:10,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:02:17,facultylens-perf-worker,21.61%,33.01MiB / 7.317GiB,0.44%,401kB / 3.38MB,32.3MB / 709kB
17:02:17,facultylens-perf-scheduler,0.07%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:17,facultylens-perf-app,321.68%,68.5MiB / 7.317GiB,0.91%,1.53GB / 1.22GB,3.25MB / 1.98MB
17:02:17,facultylens-perf-nginx,7.16%,16.24MiB / 7.317GiB,0.22%,658MB / 672MB,12.8MB / 4.1kB
17:02:17,facultylens-perf-redis,7.46%,91.26MiB / 7.317GiB,1.22%,422MB / 845MB,34.6MB / 549MB
17:02:17,facultylens-perf-mysql,146.92%,610.8MiB / 7.317GiB,8.15%,215MB / 714MB,44.2MB / 2.19GB
17:02:17,facultylens-perf-ai-service,0.12%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:02:24,facultylens-perf-worker,0.08%,33.01MiB / 7.317GiB,0.44%,403kB / 3.4MB,32.3MB / 709kB
17:02:24,facultylens-perf-scheduler,0.06%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:24,facultylens-perf-app,232.30%,62.53MiB / 7.317GiB,0.83%,1.55GB / 1.23GB,3.25MB / 1.98MB
17:02:24,facultylens-perf-nginx,10.39%,16.51MiB / 7.317GiB,0.22%,668MB / 681MB,12.8MB / 4.1kB
17:02:24,facultylens-perf-redis,3.60%,91.05MiB / 7.317GiB,1.22%,423MB / 862MB,34.7MB / 558MB
17:02:24,facultylens-perf-mysql,206.63%,611.1MiB / 7.317GiB,8.16%,217MB / 722MB,44.2MB / 2.22GB
17:02:24,facultylens-perf-ai-service,0.12%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:02:32,facultylens-perf-worker,0.07%,33.01MiB / 7.317GiB,0.44%,404kB / 3.41MB,32.3MB / 709kB
17:02:32,facultylens-perf-scheduler,0.07%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:32,facultylens-perf-app,51.53%,60.21MiB / 7.317GiB,0.80%,1.58GB / 1.25GB,3.25MB / 1.98MB
17:02:32,facultylens-perf-nginx,2.48%,16.43MiB / 7.317GiB,0.22%,681MB / 695MB,12.8MB / 4.1kB
17:02:32,facultylens-perf-redis,1.94%,100.2MiB / 7.317GiB,1.34%,431MB / 883MB,34.7MB / 566MB
17:02:32,facultylens-perf-mysql,381.81%,610.9MiB / 7.317GiB,8.15%,220MB / 731MB,44.2MB / 2.24GB
17:02:32,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:02:39,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,405kB / 3.42MB,32.3MB / 709kB
17:02:39,facultylens-perf-scheduler,0.06%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:39,facultylens-perf-app,78.73%,56.24MiB / 7.317GiB,0.75%,1.62GB / 1.28GB,3.25MB / 1.98MB
17:02:39,facultylens-perf-nginx,3.90%,17.17MiB / 7.317GiB,0.23%,698MB / 712MB,12.8MB / 4.1kB
17:02:39,facultylens-perf-redis,2.26%,109.9MiB / 7.317GiB,1.47%,441MB / 904MB,34.7MB / 575MB
17:02:39,facultylens-perf-mysql,280.43%,610.7MiB / 7.317GiB,8.15%,224MB / 744MB,44.2MB / 2.25GB
17:02:39,facultylens-perf-ai-service,0.09%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:02:46,facultylens-perf-worker,0.00%,33.01MiB / 7.317GiB,0.44%,407kB / 3.43MB,32.3MB / 709kB
17:02:46,facultylens-perf-scheduler,0.06%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:46,facultylens-perf-app,73.25%,60.25MiB / 7.317GiB,0.80%,1.66GB / 1.31GB,3.25MB / 2.06MB
17:02:46,facultylens-perf-nginx,3.82%,17.14MiB / 7.317GiB,0.23%,716MB / 730MB,12.8MB / 4.1kB
17:02:46,facultylens-perf-redis,4.98%,116.9MiB / 7.317GiB,1.56%,449MB / 930MB,34.9MB / 596MB
17:02:46,facultylens-perf-mysql,334.42%,610.7MiB / 7.317GiB,8.15%,228MB / 758MB,44.2MB / 2.27GB
17:02:46,facultylens-perf-ai-service,0.10%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
17:02:54,facultylens-perf-worker,0.08%,33.01MiB / 7.317GiB,0.44%,408kB / 3.45MB,32.3MB / 709kB
17:02:54,facultylens-perf-scheduler,0.07%,42.53MiB / 7.317GiB,0.57%,1.97kB / 911B,45.3MB / 709kB
17:02:54,facultylens-perf-app,0.01%,54.7MiB / 7.317GiB,0.73%,1.69GB / 1.34GB,3.25MB / 2.18MB
17:02:54,facultylens-perf-nginx,0.00%,15.57MiB / 7.317GiB,0.21%,730MB / 745MB,12.8MB / 4.1kB
17:02:54,facultylens-perf-redis,0.39%,123.5MiB / 7.317GiB,1.65%,457MB / 949MB,34.9MB / 604MB
17:02:54,facultylens-perf-mysql,2.30%,610.8MiB / 7.317GiB,8.15%,232MB / 771MB,44.2MB / 2.29GB
17:02:54,facultylens-perf-ai-service,0.11%,427.8MiB / 7.317GiB,5.71%,144MB / 7MB,550MB / 0B
