ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:15:48,facultylens-perf-worker,0.07%,40.5MiB / 7.317GiB,0.54%,48.8kB / 394kB,9.4MB / 709kB
17:15:48,facultylens-perf-app,0.00%,75.74MiB / 7.317GiB,1.01%,23.5MB / 35.6MB,7.25MB / 717kB
17:15:48,facultylens-perf-nginx,0.00%,15.42MiB / 7.317GiB,0.21%,872MB / 890MB,13.4MB / 4.1kB
17:15:48,facultylens-perf-redis,0.33%,17.14MiB / 7.317GiB,0.23%,558MB / 1.14GB,38.6MB / 747MB
17:15:48,facultylens-perf-mysql,0.41%,616.9MiB / 7.317GiB,8.23%,269MB / 925MB,50.6MB / 2.54GB
17:15:48,facultylens-perf-ai-service,0.10%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:15:56,facultylens-perf-scheduler,0.14%,31.84MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:15:56,facultylens-perf-worker,0.00%,40.5MiB / 7.317GiB,0.54%,49.9kB / 404kB,9.4MB / 709kB
17:15:56,facultylens-perf-app,0.00%,75.74MiB / 7.317GiB,1.01%,23.9MB / 40.6MB,7.25MB / 717kB
17:15:56,facultylens-perf-nginx,0.00%,15.42MiB / 7.317GiB,0.21%,873MB / 890MB,13.4MB / 4.1kB
17:15:56,facultylens-perf-redis,0.33%,17.15MiB / 7.317GiB,0.23%,562MB / 1.14GB,38.6MB / 751MB
17:15:56,facultylens-perf-mysql,0.39%,616.9MiB / 7.317GiB,8.23%,269MB / 926MB,50.6MB / 2.54GB
17:15:56,facultylens-perf-ai-service,0.10%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:03,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:03,facultylens-perf-worker,0.00%,41.31MiB / 7.317GiB,0.55%,52.2kB / 419kB,9.4MB / 709kB
17:16:03,facultylens-perf-app,0.00%,77.84MiB / 7.317GiB,1.04%,24.3MB / 45.5MB,7.25MB / 717kB
17:16:03,facultylens-perf-nginx,0.00%,15.43MiB / 7.317GiB,0.21%,873MB / 891MB,13.4MB / 4.1kB
17:16:03,facultylens-perf-redis,0.33%,17.65MiB / 7.317GiB,0.24%,566MB / 1.14GB,38.6MB / 755MB
17:16:03,facultylens-perf-mysql,0.58%,616.9MiB / 7.317GiB,8.23%,269MB / 926MB,50.6MB / 2.54GB
17:16:03,facultylens-perf-ai-service,0.10%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
